Files,DNE,RFI,OPCR,Slope,alpha,Modified in v2
UF-H-43889-13-18-R_aligned.ply,888.4122337,0.027517352,1547,19.21508248,,
UF-H-43889-13-27-R_aligned.ply,1007.799855,0.029956823,1616.25,19.75211503,,
UF-H-43889-16-20-L_aligned.ply,1487.192421,0.038959052,1989.62,21.06121961,,
UF-H-43889-17-25-L_aligned.ply,1537.274752,0.039129746,1936.38,158.9224951,,
UF-H-43889-18-29-L_aligned.ply,1491.041719,0.036357699,1885.38,159.6695953,,
UF-H-43889-19-24-R_aligned.ply,929.7618372,0.028164355,1554.75,160.6538687,,
UF-H-43889-35-41-R_aligned.ply,1054.243301,0.025682035,1746.25,161.2994626,,
UF-H-43889-37-34-R_aligned.ply,1135.491747,0.028733647,1663.12,19.4210704,,
UF-H-43889-37-35-R_aligned.ply,1217.594277,0.029618225,1791.25,160.3575075,,
UF-H-43889-38-38-L_aligned.ply,2629.380198,0.057663136,2248.62,24.26787267,,
UF-H-43889-41-33-L_aligned.ply,2192.82438,0.048528249,2136.12,157.4313246,,
UF-H-43889-41-40-L_aligned.ply,2519.560185,0.05498484,2238.38,23.75577028,,
UF-H-43889-56-21-R_aligned.ply,2051.861741,0.035417978,2045.25,160.4840223,,
UF-H-43889-56-32-R_aligned.ply,2854.351049,0.0759666,2175.62,154.5739758,,
UF-H-43889-57-20-L_aligned.ply,1185.476246,0.031569413,1782.25,160.8486592,,
UF-H-43889-57-46-R_aligned.ply,1381.617969,0.040054508,1879.25,20.97219872,,TRUE
UF-H-43889-58-31-L_aligned.ply,1512.432148,0.039019079,1905.88,20.85708893,,
UF-H-43889-58-43-L_aligned.ply,1973.503667,0.04625974,2210.25,157.2029158,,
UF-H-43889-73-25-R_aligned.ply,3003.0302,0.068764672,2218.25,24.48366534,,
UF-H-43889-75-44-R_aligned.ply,2441.110437,0.048915822,2020.88,156.9654928,,TRUE
UF-H-43889-76-19-L_aligned.ply,1099.628948,0.030045755,1706.38,160.966525,,
UF-H-43889-76-31-L_aligned.ply,1366.407952,0.037343583,1825.88,159.293094,,
UF-H-43889-76-38-R_aligned.ply,3343.94821,0.054700637,2337,24.71736768,,TRUE
UF-H-43889-78-45-L_aligned.ply,2070.305768,0.048486601,2174,156.57941,,
UF-H-43889-90-18-R_aligned.ply,3196.621833,0.047832999,2103.25,21.63649255,,
UF-H-43889-90-33-L_aligned.ply,2063.551571,0.047831525,1993.12,22.98493249,,
UF-H-43889-92-31-L_aligned.ply,2080.874711,0.048625607,2035,157.1669888,,
UF-H-43889-92-36-R_aligned.ply,3055.560964,0.052227865,2269.88,23.050052,,
UF-H-43889-92-40-L_aligned.ply,2195.870476,0.051957293,2116.75,156.4476035,,
UF-H-43889-96-42-R_aligned.ply,2240.502862,0.038685657,2032.25,159.3464478,,
UF-H-45356-103-31-L_aligned.ply,1036.965477,0.021756389,2202.75,162.9966036,,
UF-H-45356-104-37-L_aligned.ply,1047.675834,0.022311083,2185.5,17.2136424,,
UF-H-45356-105-30-R_aligned.ply,1214.788165,0.022728387,2428,162.3636919,,
UF-H-45356-105-35-R_aligned.ply,1129.547563,0.022050038,2467.12,163.1126119,,
UF-H-45356-106-42-L_aligned.ply,857.3206489,0.018147749,2037.12,16.03336743,,
UF-H-45356-111-34-R_aligned.ply,1328.634743,0.024055013,2650.5,17.50155486,,
UF-H-45356-14-21-R_aligned.ply,1364.936149,0.030353597,2185.25,160.4426047,,
UF-H-45356-15-21-L_aligned.ply,1420.509345,0.034491554,2012.75,20.69753344,,
UF-H-45356-15-29-L_aligned.ply,1471.583783,0.037071251,2258.38,20.57591306,,
UF-H-45356-15-34-L_aligned.ply,1364.27828,0.038761799,1941.88,21.71257485,,TRUE
UF-H-45356-18-28-R_aligned.ply,1474.806307,0.036614923,2210.12,158.3513485,,TRUE
UF-H-45356-18-31-R_aligned.ply,1352.026947,0.036891608,2090.38,158.5943653,,TRUE
UF-H-45356-32-47-R_aligned.ply,1181.982616,0.023376711,2120.12,17.42828841,,
UF-H-45356-34-37-R_aligned.ply,1293.797382,0.025898279,2273.38,18.29039758,,
UF-H-45356-35-21-R_aligned.ply,750.181017,0.014983843,1999.25,165.4556151,,
UF-H-45356-35-22-L_aligned.ply,651.7991522,0.011596386,1942.5,13.80229447,,
UF-H-45356-36-38-L_aligned.ply,1121.585423,0.021136411,2084.12,162.6424561,,
UF-H-45356-36-50-L_aligned.ply,984.52371,0.022310746,1963.75,163.2305776,,
UF-H-45356-49-35-R_aligned.ply,743.4798965,0.014321346,1998,14.69465795,,
UF-H-45356-50-52-R_aligned.ply,688.4922151,0.011839931,1888.12,13.72200704,,
UF-H-45356-52-21-R_aligned.ply,533.2255756,0.008341762,1851,167.3364357,,
UF-H-45356-54-22-L_aligned.ply,629.7576535,0.011392537,1987.38,13.33808414,,
UF-H-45356-55-39-L_aligned.ply,926.5690473,0.017794241,2038.25,164.0953763,,
UF-H-45356-58-50-L_aligned.ply,981.4427771,0.019767417,2040.62,163.9352158,,
UF-H-45356-67-54-R_aligned.ply,650.9891474,0.011459999,1732.12,14.0543072,,
UF-H-45356-69-39-R_aligned.ply,695.19199,0.014599334,1915.5,165.3894794,,
UF-H-45356-70-25-R_aligned.ply,522.0904732,0.006058648,1853.75,12.24197316,,
UF-H-45356-71-41-L_aligned.ply,761.1828315,0.012277772,2077.12,165.5202095,,
UF-H-45356-72-52-L_aligned.ply,752.1501674,0.014768915,1986.38,14.67944267,,
UF-H-45356-73-23-L_aligned.ply,592.2680788,0.008684709,1981.75,167.0842653,,
UF-H-45356-83-53-R_aligned.ply,613.5614935,0.013726731,1770.25,165.8416746,,
UF-H-45356-87-27-R_aligned.ply,640.1097228,0.013234082,1989.25,13.94615513,,
UF-H-45356-87-33-L_aligned.ply,897.8819494,0.017578432,2155.88,164.1194271,,
UF-H-45356-87-38-R_aligned.ply,782.088099,0.016022599,2031.38,15.30731231,,
UF-H-45356-88-23-L_aligned.ply,736.5055143,0.014604178,1991.88,14.5234215,,
UF-H-45356-89-47-L_aligned.ply,777.1671443,0.015890779,1934.12,14.93071667,,
UF-H-53383-100-21-L_aligned.ply,1563.604877,0.039709274,1606.38,158.6408313,,
UF-H-53383-100-29-L_aligned.ply,1138.151875,0.036569729,1488.38,159.0304182,,
UF-H-53383-100-53-R_aligned.ply,937.8302129,0.036041849,1341.5,21.56760107,,
UF-H-53383-118-45-R_aligned.ply,1142.787469,0.040942927,1357,156.9192725,,
UF-H-53383-119-28-L_aligned.ply,1272.641107,0.052656488,1217.38,24.4547033,,
UF-H-53383-119-44-L_aligned.ply,1270.295299,0.045275114,1473.5,23.95497875,,
UF-H-53383-120-41-R_aligned.ply,1222.250661,0.052563139,1290.75,155.3265836,,TRUE
UF-H-53383-120-42-R_aligned.ply,1367.740412,0.056946623,1336.5,24.98630249,,
UF-H-53383-124-34-L_aligned.ply,1101.188269,0.048377987,1238.5,155.8250838,,
UF-H-53383-17-30-R_aligned.ply,1211.3967,0.048068291,1480.25,24.13228477,,TRUE
UF-H-53383-17-37-R_aligned.ply,1143.757286,0.046467109,1438.75,23.47947181,,TRUE
UF-H-53383-18-25-R_aligned.ply,1116.717364,0.037724461,1543.5,21.56150732,,TRUE
UF-H-53383-35-56-R_aligned.ply,835.8159334,0.027038104,1431.38,160.5740393,,
UF-H-53383-36-43-R_aligned.ply,930.5385499,0.024277305,1671.5,161.3719917,,
UF-H-53383-37-27-R_aligned.ply,944.5660614,0.022567281,1622.5,162.2590861,,
UF-H-53383-57-62-R_aligned.ply,857.2736072,0.026509986,1398.62,19.74884942,,
UF-H-53383-58-26-R_aligned.ply,735.4715216,0.023123713,1427,17.70220353,,
UF-H-53383-60-21-L_aligned.ply,3059.268243,0.03804336,2035.38,19.12828385,,
UF-H-53383-60-33-L_aligned.ply,2350.51301,0.031539665,1914.62,18.22766702,,
UF-H-53383-62-43-R_aligned.ply,1003.830642,0.027195656,1676.62,19.55117904,,
UF-H-53383-65-46-L_aligned.ply,1390.165782,0.027546317,2017.25,19.15766761,,
UF-H-53383-77-63-R_aligned.ply,865.2495439,0.031216998,1380.88,159.5490636,,
UF-H-53383-78-41-R_aligned.ply,892.7617551,0.034209951,1343,159.040246,,
UF-H-53383-80-38-L_aligned.ply,899.7456806,0.031217362,1564.75,160.2693563,,
UF-H-53383-81-28-R_aligned.ply,737.0996908,0.027159256,1199.38,160.6272601,,
UF-H-53383-82-17-L_aligned.ply,1313.098592,0.028863731,1670.12,161.474492,,
UF-H-53383-87-51-L_aligned.ply,939.2861997,0.029009647,1577.62,19.95436121,,
UF-H-53383-97-28-R_aligned.ply,1986.040345,0.056527179,1498,155.4804295,,
UF-H-53383-98-45-R_aligned.ply,942.279394,0.037013491,1341,158.2762269,,
UF-H-53383-98-46-L_aligned.ply,1019.674037,0.034382366,1464.5,21.42649152,,
UF-H-57728-110-39-R_aligned.ply,1122.939176,0.070841659,953.38,151.4992758,,
UF-H-57728-110-43-L_aligned.ply,999.0810632,0.056768359,1063.75,154.0975188,,
UF-H-57728-111-30-R_aligned.ply,1156.228152,0.074730227,942.5,150.7503394,,
UF-H-57728-112-42-L_aligned.ply,929.5728928,0.058262971,1014.12,154.0755645,,
UF-H-57728-112-50-L_aligned.ply,794.335616,0.044531857,996.12,23.26217828,,
UF-H-57728-113-52-R_aligned.ply,828.4609625,0.04791317,964.75,23.81787986,,
UF-H-57728-12-34-R_aligned.ply,1216.94496,0.085857129,929.88,31.80485581,,TRUE
UF-H-57728-16-28-R_aligned.ply,1509.25247,0.089351452,993.12,147.4970647,,
UF-H-57728-18-21-L_aligned.ply,1576.985945,0.093870831,1018.5,146.7700949,,TRUE
UF-H-57728-20-22-R_aligned.ply,1589.181299,0.090216365,1077,147.5894133,,TRUE
UF-H-57728-21-27-L_aligned.ply,1566.007228,0.092067665,1005.25,147.2515223,,
UF-H-57728-25-36-L_aligned.ply,1434.617564,0.085906124,972.62,31.42838786,,
UF-H-57728-37-43-L_aligned.ply,1422.572642,0.071994995,1048.75,29.01842564,,
UF-H-57728-40-29-R_aligned.ply,1313.360737,0.078771647,993,149.8561717,,
UF-H-57728-41-38-R_aligned.ply,1349.138934,0.074642353,1054.75,150.4301804,,
UF-H-57728-43-47-L_aligned.ply,1194.261154,0.068865975,983.62,28.19224317,,
UF-H-57728-43-53-R_aligned.ply,1059.702837,0.054599398,1106.25,154.4138801,,
UF-H-57728-46-56-L_aligned.ply,857.2609271,0.045740623,1025.25,23.29145219,,
UF-H-57728-56-30-R_aligned.ply,1636.382017,0.085423498,1011.5,30.82410518,,
UF-H-57728-58-61-R_aligned.ply,878.0504382,0.044993482,1058.75,23.55999375,,
UF-H-57728-59-47-R_aligned.ply,1328.888907,0.071186068,1124.5,28.90316647,,
UF-H-57728-63-56-L_aligned.ply,934.0205364,0.049717518,997,155.8336683,,
UF-H-57728-64-43-L_aligned.ply,1257.784738,0.069649958,1052.38,151.5667624,,
UF-H-57728-65-56-L_aligned.ply,868.4285739,0.047124064,946.75,24.05905673,,
UF-H-57728-77-29-R_aligned.ply,1611.395458,0.091513122,995.62,31.90808235,,
UF-H-57728-77-57-L_aligned.ply,837.6872274,0.043283874,1057.75,156.7182279,,
UF-H-57728-77-61-R_aligned.ply,792.8815703,0.042384337,960,157.2304995,,
UF-H-57728-78-41-R_aligned.ply,1423.914407,0.08057498,1036.62,149.7669481,,
UF-H-57728-79-33-L_aligned.ply,1285.384524,0.073354362,1044.25,29.49578782,,
UF-H-57728-82-47-L_aligned.ply,1163.682749,0.062044305,1067.62,152.6292676,,
UF-H-57728-94-45-R_aligned.ply,1123.589187,0.067097556,970.75,152.0270541,,
UF-H-57728-95-35-R_aligned.ply,1216.467348,0.07578353,948.25,150.8436666,,
UF-H-57728-95-37-L_aligned.ply,1191.14979,0.066899034,1085.25,27.84901299,,
UF-H-57728-95-57-R_aligned.ply,840.9832787,0.04769207,959.75,156.1172534,,
UF-H-57728-96-56-L_aligned.ply,807.6573506,0.042315794,1019.75,22.89978161,,
UF-H-57728-98-44-L_aligned.ply,1057.738058,0.061776976,1040.62,153.1323074,,
